"DateTime","valvePos","Campbell","Aerodyne","LosGatos","AeroExcess_Avg"
2016-03-22 21:15:59,4,"Chm8","Chm8","Chm1",-124.6
2016-03-22 21:18:00,4,"Chm6","Chm7","Chm1",-118
2016-03-22 21:20:01,4,"Chm8","ABGD","Chm2",155.5
2016-03-22 21:22:02,4,"Chm8","Chm8","Chm2",-144.8
2016-03-22 21:24:13,4,"Chm7","Chm1","Chm2",-109.4
2016-03-22 21:26:14,4,"Chm8","Chm8","Chm2",-140.7
2016-03-22 21:28:15,4,"Chm7","Chm1","Chm2",-109.1
2016-03-22 21:30:16,4,"Chm8","Chm8","Chm2",-140.3
2016-03-22 21:32:17,4,"Chm7","Chm1","Chm2",-109.4
2016-03-22 21:34:18,4,"Chm8","Chm8","Chm8",-139.9
2016-03-22 21:34:20,4,"Chm8","CAL1","Chm3",33.8
2016-03-22 21:36:21,4,"Chm8","CAL0","Chm3",-206.2
2016-03-22 21:36:23,4,"Chm8","N2ON","Chm3",79.84
2016-03-22 21:38:24,4,"Chm8","N2OF","Chm3",-211.6
2016-03-22 21:38:26,4,"Chm8","ABGD","Chm3",-210.1
2016-03-22 21:40:27,4,"Chm8","Chm8","Chm3",71.75
2016-03-22 21:42:39,4,"Chm1","Chm2","Chm3",-107.6
2016-03-22 21:44:40,4,"Chm8","Chm8","Chm3",-140.3
2016-03-22 21:46:41,4,"Chm1","Chm2","Chm3",-117.8
2016-03-22 21:48:42,4,"Chm8","Chm8","Chm3",-140.3
2016-03-22 21:50:43,4,"Chm1","Chm2","Chm3",-117.5
2016-03-22 21:52:44,4,"Chm8","ABGD","Chm4",-103
2016-03-22 21:54:45,4,"Chm8","Chm8","Chm4",-144.4
2016-03-22 21:56:56,4,"Chm2","Chm3","Chm4",-165.4
2016-03-22 21:58:57,4,"Chm8","Chm8","Chm4",-140.3
2016-03-22 22:00:58,4,"Chm2","Chm3","Chm4",-116.6
2016-03-22 22:02:59,4,"Chm8","Chm8","Chm4",-140.6
2016-03-22 22:05:00,4,"Chm2","Chm3","Chm4",-116.3
2016-03-22 22:07:01,4,"Chm8","ABGD","Chm5",114.3
2016-03-22 22:09:02,4,"Chm8","Chm8","Chm5",-144.6
2016-03-22 22:11:13,4,"Chm3","Chm4","Chm5",-106.3
2016-03-22 22:13:14,4,"Chm8","Chm8","Chm5",-125.9
2016-03-22 22:15:16,4,"Chm3","Chm4","Chm5",55.48
2016-03-22 22:17:17,4,"Chm8","Chm8","Chm5",-111.5
2016-03-22 22:19:18,4,"Chm3","Chm4","Chm5",-117.8
2016-03-22 22:21:19,4,"Chm8","CAL1","Chm6",38.1
2016-03-22 22:23:20,4,"Chm8","CAL0","Chm6",-207.4
2016-03-22 22:23:22,4,"Chm8","ABGD","Chm6",98.7
2016-03-22 22:25:23,4,"Chm8","Chm8","Chm6",-145.1
2016-03-22 22:27:34,4,"Chm4","Chm5","Chm6",-155
2016-03-22 22:29:35,4,"Chm8","Chm8","Chm6",-116.6
2016-03-22 22:31:36,4,"Chm4","Chm5","Chm6",-117
2016-03-22 22:33:37,4,"Chm8","Chm8","Chm6",-125.6
2016-03-22 22:35:38,4,"Chm4","Chm5","Chm6",-116.6
2016-03-22 22:37:39,4,"Chm8","ABGD","Chm7",88.2
2016-03-22 22:39:40,4,"Chm8","Chm8","Chm7",-145.2
2016-03-22 22:41:51,4,"Chm5","Chm6","Chm7",-118.7
2016-03-22 22:43:52,4,"Chm8","Chm8","Chm7",-120.4
2016-03-22 22:45:53,4,"Chm5","Chm6","Chm7",-126.3
2016-03-22 22:47:54,4,"Chm8","Chm8","Chm7",-117.3
2016-03-22 22:49:55,4,"Chm5","Chm6","Chm7",-164.7
2016-03-22 22:51:56,4,"Chm8","ABGD","Chm1",148.1
2016-03-22 22:53:57,4,"Chm8","Chm8","Chm1",-144.1
2016-03-22 22:56:08,4,"Chm6","Chm7","Chm1",55.25
2016-03-22 22:58:09,4,"Chm8","Chm8","Chm1",-125.4
2016-03-22 23:00:10,4,"Chm6","Chm7","Chm1",55.48
2016-03-22 23:02:11,4,"Chm8","Chm8","Chm1",-128.7
2016-03-22 23:04:12,4,"Chm6","Chm7","Chm1",-168.1
2016-03-22 23:06:13,4,"Chm8","ABGD","Chm2",189.2
2016-03-22 23:08:14,4,"Chm8","Chm8","Chm2",-144.6
2016-03-22 23:10:25,4,"Chm7","Chm1","Chm2",-108
2016-03-22 23:12:26,4,"Chm8","Chm8","Chm2",-140.3
2016-03-22 23:14:27,4,"Chm7","Chm1","Chm2",-109.1
2016-03-22 23:16:28,4,"Chm8","Chm8","Chm2",-139.9
2016-03-22 23:18:29,4,"Chm7","Chm1","Chm2",-110.6
2016-03-22 23:20:30,4,"Chm8","Chm8","Chm8",-139.6
2016-03-22 23:20:32,4,"Chm8","CAL1","Chm3",37.15
2016-03-22 23:22:33,4,"Chm8","CAL0","Chm3",-208.4
2016-03-22 23:22:35,4,"Chm8","N2ON","Chm3",85.9
2016-03-22 23:24:36,4,"Chm8","N2OF","Chm3",-212.5
2016-03-22 23:24:38,4,"Chm8","ABGD","Chm3",73.67
2016-03-22 23:26:39,4,"Chm8","Chm8","Chm3",-144.8
2016-03-22 23:28:50,4,"Chm1","Chm2","Chm3",-119.2
2016-03-22 23:30:51,4,"Chm8","Chm8","Chm3",-139.2
2016-03-22 23:32:52,4,"Chm1","Chm2","Chm3",-119.4
2016-03-22 23:34:53,4,"Chm8","Chm8","Chm3",-139.6
2016-03-22 23:36:54,4,"Chm1","Chm2","Chm3",-118.7
2016-03-22 23:38:55,4,"Chm8","ABGD","Chm4",191.5
2016-03-22 23:40:56,4,"Chm8","Chm8","Chm4",-147
2016-03-22 23:43:07,4,"Chm2","Chm3","Chm4",-117.5
2016-03-22 23:45:08,4,"Chm8","Chm8","Chm4",-150.9
2016-03-22 23:47:09,4,"Chm2","Chm3","Chm4",-116.8
2016-03-22 23:49:10,4,"Chm8","Chm8","Chm4",-112.1
2016-03-22 23:51:11,4,"Chm2","Chm3","Chm4",-116.8
2016-03-22 23:53:13,4,"Chm8","ABGD","Chm5",-85.7
2016-03-22 23:55:14,4,"Chm8","Chm8","Chm5",-143.9
2016-03-22 23:57:25,4,"Chm3","Chm4","Chm5",-131.9
2016-03-22 23:59:26,4,"Chm8","Chm8","Chm5",-171.3
2016-03-23 00:01:27,4,"Chm3","Chm4","Chm5",-109.8
2016-03-23 00:03:28,4,"Chm8","Chm8","Chm5",-143.9
2016-03-23 00:05:29,4,"Chm3","Chm4","Chm5",-141.9
2016-03-23 00:07:30,4,"Chm8","CAL1","Chm6",37.38
2016-03-23 00:09:31,4,"Chm8","CAL0","Chm6",-207.7
2016-03-23 00:09:33,4,"Chm8","ABGD","Chm6",237.3
2016-03-23 00:11:34,4,"Chm8","Chm8","Chm6",-155
2016-03-23 00:13:45,4,"Chm4","Chm5","Chm6",-120.2
2016-03-23 00:15:46,4,"Chm8","Chm8","Chm6",-175.2
2016-03-23 00:17:48,4,"Chm4","Chm5","Chm6",54.76
2016-03-23 00:19:49,4,"Chm8","Chm8","Chm6",-177.1
2016-03-23 00:21:50,4,"Chm4","Chm5","Chm6",-176.4
2016-03-23 00:23:51,4,"Chm8","ABGD","Chm7",237.3
2016-03-23 00:25:52,4,"Chm8","Chm8","Chm7",-159.4
2016-03-23 00:28:03,4,"Chm5","Chm6","Chm7",-174.9
2016-03-23 00:30:04,4,"Chm8","Chm8","Chm7",-123.3
2016-03-23 00:32:05,4,"Chm5","Chm6","Chm7",-143.4
2016-03-23 00:34:06,4,"Chm8","Chm8","Chm7",-118.5
2016-03-23 00:36:07,4,"Chm5","Chm6","Chm7",-168.8
2016-03-23 00:38:08,4,"Chm8","ABGD","Chm1",99.9
2016-03-23 00:40:11,4,"Chm8","Chm8","Chm1",-146.5
2016-03-23 00:42:22,4,"Chm6","Chm7","Chm1",-119.2
2016-03-23 00:44:23,4,"Chm8","Chm8","Chm1",-119.9
2016-03-23 00:46:24,4,"Chm6","Chm7","Chm1",-133.6
2016-03-23 00:48:25,4,"Chm8","Chm8","Chm1",-175.4
2016-03-23 00:50:26,4,"Chm6","Chm7","Chm1",-126.8
2016-03-23 00:52:27,4,"Chm8","ABGD","Chm2",-112.7
2016-03-23 00:54:28,4,"Chm8","Chm8","Chm2",72
2016-03-23 00:56:40,4,"Chm7","Chm1","Chm2",54.74
2016-03-23 00:58:41,4,"Chm8","Chm8","Chm2",-139.9
2016-03-23 01:00:42,4,"Chm7","Chm1","Chm2",-110.6
2016-03-23 01:02:43,4,"Chm8","Chm8","Chm2",-139.4
2016-03-23 01:04:44,4,"Chm7","Chm1","Chm2",-111.5
2016-03-23 01:06:45,4,"Chm8","Chm8","Chm8",-140
2016-03-23 01:06:47,4,"Chm8","CAL1","Chm3",34.75
2016-03-23 01:08:48,4,"Chm8","CAL0","Chm3",-207.9
2016-03-23 01:08:50,4,"Chm8","N2ON","Chm3",79.11
2016-03-23 01:10:51,4,"Chm8","N2OF","Chm3",-213.5
2016-03-23 01:10:53,4,"Chm8","ABGD","Chm3",-212.3
2016-03-23 01:12:54,4,"Chm8","Chm8","Chm3",72.23
2016-03-23 01:15:05,4,"Chm1","Chm2","Chm3",-120.2
2016-03-23 01:17:06,4,"Chm8","Chm8","Chm3",-139.4
2016-03-23 01:19:07,4,"Chm1","Chm2","Chm3",-119.2
2016-03-23 01:21:08,4,"Chm8","Chm8","Chm3",-139.4
2016-03-23 01:23:09,4,"Chm1","Chm2","Chm3",-119.7
2016-03-23 01:25:10,4,"Chm8","ABGD","Chm4",87.9
2016-03-23 01:27:11,4,"Chm8","Chm8","Chm4",-144.1
2016-03-23 01:29:22,4,"Chm2","Chm3","Chm4",-118.5
2016-03-23 01:31:23,4,"Chm8","Chm8","Chm4",-139.9
2016-03-23 01:33:24,4,"Chm2","Chm3","Chm4",-117.8
2016-03-23 01:35:25,4,"Chm8","Chm8","Chm4",-139.9
2016-03-23 01:37:26,4,"Chm2","Chm3","Chm4",-117.5
2016-03-23 01:39:27,4,"Chm8","ABGD","Chm5",237.1
2016-03-23 01:41:28,4,"Chm8","Chm8","Chm5",-145.1
2016-03-23 01:43:39,4,"Chm3","Chm4","Chm5",-179.8
2016-03-23 01:45:40,4,"Chm8","Chm8","Chm5",-147.3
2016-03-23 01:47:41,4,"Chm3","Chm4","Chm5",-124.9
2016-03-23 01:49:42,4,"Chm8","Chm8","Chm5",-148
2016-03-23 01:51:43,4,"Chm3","Chm4","Chm5",-171
2016-03-23 01:53:44,4,"Chm8","CAL1","Chm6",38.64
2016-03-23 01:55:45,4,"Chm8","CAL0","Chm6",-206.7
2016-03-23 01:55:47,4,"Chm8","ABGD","Chm6",195.2
2016-03-23 01:57:48,4,"Chm8","Chm8","Chm6",-145.3
2016-03-23 01:59:59,4,"Chm4","Chm5","Chm6",-167.6
2016-03-23 02:02:00,4,"Chm8","Chm8","Chm6",-116.1
2016-03-23 02:04:01,4,"Chm4","Chm5","Chm6",-124.9
2016-03-23 02:06:02,4,"Chm8","Chm8","Chm6",-112
2016-03-23 02:08:03,4,"Chm4","Chm5","Chm6",-128.7
2016-03-23 02:10:04,4,"Chm8","ABGD","Chm7",224.1
2016-03-23 02:12:05,4,"Chm8","Chm8","Chm7",-144.1
2016-03-23 02:14:16,4,"Chm5","Chm6","Chm7",-118.3
2016-03-23 02:16:17,4,"Chm8","Chm8","Chm7",-127.3
2016-03-23 02:18:18,4,"Chm5","Chm6","Chm7",-128.5
2016-03-23 02:20:19,4,"Chm8","Chm8","Chm7",-137.7
2016-03-23 02:22:20,4,"Chm5","Chm6","Chm7",-142.2
2016-03-23 02:24:21,4,"Chm8","ABGD","Chm1",98.3
2016-03-23 02:26:22,4,"Chm8","Chm8","Chm1",-144.6
2016-03-23 02:28:33,4,"Chm6","Chm7","Chm1",-163.3
2016-03-23 02:30:34,4,"Chm8","Chm8","Chm1",-118.5
2016-03-23 02:32:35,4,"Chm6","Chm7","Chm1",-156.1
2016-03-23 02:34:36,4,"Chm8","Chm8","Chm1",-132.4
2016-03-23 02:36:37,4,"Chm6","Chm7","Chm1",-166.7
2016-03-23 02:38:38,4,"Chm8","ABGD","Chm2",139.9
2016-03-23 02:40:39,4,"Chm8","Chm8","Chm2",-145.3
2016-03-23 02:42:50,4,"Chm7","Chm1","Chm2",-111.5
2016-03-23 02:44:51,4,"Chm8","Chm8","Chm2",-140.3
2016-03-23 02:46:52,4,"Chm7","Chm1","Chm2",-112
2016-03-23 02:48:53,4,"Chm8","Chm8","Chm2",-140.3
2016-03-23 02:50:54,4,"Chm7","Chm1","Chm2",-111.5
2016-03-23 02:52:55,4,"Chm8","Chm8","Chm8",-139.6
2016-03-23 02:52:57,4,"Chm8","CAL1","Chm3",38.57
2016-03-23 02:54:59,4,"Chm8","CAL0","Chm3",-208.9
2016-03-23 02:55:01,4,"Chm8","N2ON","Chm3",-208.1
2016-03-23 02:57:02,4,"Chm8","N2OF","Chm3",-213.3
2016-03-23 02:57:04,4,"Chm8","ABGD","Chm3",237.3
2016-03-23 02:59:05,4,"Chm8","Chm8","Chm3",-145.5
2016-03-23 03:01:16,4,"Chm1","Chm2","Chm3",54.27
2016-03-23 03:03:17,4,"Chm8","Chm8","Chm3",-140.3
2016-03-23 03:05:18,4,"Chm1","Chm2","Chm3",-119.5
2016-03-23 03:07:19,4,"Chm8","Chm8","Chm3",-139.9
2016-03-23 03:09:20,4,"Chm1","Chm2","Chm3",-119.5
2016-03-23 03:11:21,4,"Chm8","ABGD","Chm4",-28.47
2016-03-23 03:13:22,4,"Chm8","Chm8","Chm4",-144.8
2016-03-23 03:15:33,4,"Chm2","Chm3","Chm4",-118.3
2016-03-23 03:17:34,4,"Chm8","Chm8","Chm4",-140.7
2016-03-23 03:19:35,4,"Chm2","Chm3","Chm4",-121.6
2016-03-23 03:21:36,4,"Chm8","Chm8","Chm4",-140.3
2016-03-23 03:23:37,4,"Chm2","Chm3","Chm4",-118.3
2016-03-23 03:25:38,4,"Chm8","ABGD","Chm5",129
2016-03-23 03:27:39,4,"Chm8","Chm8","Chm5",-144.6
2016-03-23 03:29:50,4,"Chm3","Chm4","Chm5",-118.3
2016-03-23 03:31:51,4,"Chm8","Chm8","Chm5",-42.57
2016-03-23 03:33:52,4,"Chm3","Chm4","Chm5",-144.4
2016-03-23 03:35:53,4,"Chm8","Chm8","Chm5",-118.3
2016-03-23 03:37:54,4,"Chm3","Chm4","Chm5",-174.5
2016-03-23 03:39:56,4,"Chm8","CAL1","Chm6",34.75
2016-03-23 03:41:57,4,"Chm8","CAL0","Chm6",-209.1
2016-03-23 03:41:59,4,"Chm8","ABGD","Chm6",128.9
2016-03-23 03:44:00,4,"Chm8","Chm8","Chm6",-144.8
2016-03-23 03:46:11,4,"Chm4","Chm5","Chm6",-118.5
2016-03-23 03:48:12,4,"Chm8","Chm8","Chm6",-120.7
2016-03-23 03:50:13,4,"Chm4","Chm5","Chm6",-120.4
2016-03-23 03:52:14,4,"Chm8","Chm8","Chm6",-120.4
2016-03-23 03:54:15,4,"Chm4","Chm5","Chm6",-127.3
2016-03-23 03:56:16,4,"Chm8","ABGD","Chm7",166.9
2016-03-23 03:58:17,4,"Chm8","Chm8","Chm7",-144.2
2016-03-23 04:00:28,4,"Chm5","Chm6","Chm7",-118.5
2016-03-23 04:02:29,4,"Chm8","Chm8","Chm7",-118.3
2016-03-23 04:04:30,4,"Chm5","Chm6","Chm7",-125.4
2016-03-23 04:06:31,4,"Chm8","Chm8","Chm7",-118.7
2016-03-23 04:08:32,4,"Chm5","Chm6","Chm7",-119
2016-03-23 04:10:33,4,"Chm8","ABGD","Chm1",194.9
2016-03-23 04:12:34,4,"Chm8","Chm8","Chm1",-145.1
2016-03-23 04:14:45,4,"Chm6","Chm7","Chm1",-131.9
2016-03-23 04:16:46,4,"Chm8","Chm8","Chm1",-125.6
2016-03-23 04:18:47,4,"Chm6","Chm7","Chm1",-126.4
2016-03-23 04:20:48,4,"Chm8","Chm8","Chm1",-181
2016-03-23 04:22:49,4,"Chm6","Chm7","Chm1",-126.3
2016-03-23 04:24:50,4,"Chm8","ABGD","Chm2",147.9
2016-03-23 04:26:51,4,"Chm8","Chm8","Chm2",-144.6
2016-03-23 04:29:02,4,"Chm7","Chm1","Chm2",-111.3
2016-03-23 04:31:03,4,"Chm8","Chm8","Chm2",-140.3
2016-03-23 04:33:04,4,"Chm7","Chm1","Chm2",-111.8
2016-03-23 04:35:05,4,"Chm8","Chm8","Chm2",-140.3
2016-03-23 04:37:06,4,"Chm7","Chm1","Chm2",53.55
2016-03-23 04:39:07,4,"Chm8","Chm8","Chm8",-141
2016-03-23 04:39:09,4,"Chm8","CAL1","Chm3",38.82
2016-03-23 04:41:10,4,"Chm8","CAL0","Chm3",-209.1
2016-03-23 04:41:12,4,"Chm8","N2ON","Chm3",78.58
2016-03-23 04:43:13,4,"Chm8","N2OF","Chm3",-213.8
2016-03-23 04:43:15,4,"Chm8","ABGD","Chm3",87.4
2016-03-23 04:45:16,4,"Chm8","Chm8","Chm3",-144.8
2016-03-23 04:47:27,4,"Chm1","Chm2","Chm3",-120.2
2016-03-23 04:49:28,4,"Chm8","Chm8","Chm3",-139.9
2016-03-23 04:51:29,4,"Chm1","Chm2","Chm3",-119.9
2016-03-23 04:53:30,4,"Chm8","Chm8","Chm3",-139.9
2016-03-23 04:55:31,4,"Chm1","Chm2","Chm3",-119.7
2016-03-23 04:57:32,4,"Chm8","ABGD","Chm4",199.3
2016-03-23 04:59:33,4,"Chm8","Chm8","Chm4",-145.1
2016-03-23 05:01:44,4,"Chm2","Chm3","Chm4",-118
2016-03-23 05:03:45,4,"Chm8","Chm8","Chm4",-94.5
2016-03-23 05:05:46,4,"Chm2","Chm3","Chm4",-118.5
2016-03-23 05:07:47,4,"Chm8","Chm8","Chm4",-140.3
2016-03-23 05:09:48,4,"Chm2","Chm3","Chm4",53.79
2016-03-23 05:11:49,4,"Chm8","ABGD","Chm5",233.1
2016-03-23 05:13:50,4,"Chm8","Chm8","Chm5",-145.1
2016-03-23 05:16:01,4,"Chm3","Chm4","Chm5",-127.8
2016-03-23 05:18:02,4,"Chm8","Chm8","Chm5",-177.6
2016-03-23 05:20:03,4,"Chm3","Chm4","Chm5",-129
2016-03-23 05:22:04,4,"Chm8","Chm8","Chm5",-141.5
2016-03-23 05:24:05,4,"Chm3","Chm4","Chm5",-131.3
2016-03-23 05:26:06,4,"Chm8","CAL1","Chm6",39.05
2016-03-23 05:28:07,4,"Chm8","CAL0","Chm6",-209.8
2016-03-23 05:28:09,4,"Chm8","ABGD","Chm6",88.4
2016-03-23 05:30:10,4,"Chm8","Chm8","Chm6",-145.5
2016-03-23 05:32:21,4,"Chm4","Chm5","Chm6",-140.3
2016-03-23 05:34:22,4,"Chm8","Chm8","Chm6",-112.5
2016-03-23 05:36:23,4,"Chm4","Chm5","Chm6",-130.6
2016-03-23 05:38:24,4,"Chm8","Chm8","Chm6",-140.4
2016-03-23 05:40:25,4,"Chm4","Chm5","Chm6",-120.7
2016-03-23 05:42:26,4,"Chm8","ABGD","Chm7",88.4
2016-03-23 05:44:27,4,"Chm8","Chm8","Chm7",-144.8
2016-03-23 05:46:38,4,"Chm5","Chm6","Chm7",-119.4
2016-03-23 05:48:39,4,"Chm8","Chm8","Chm7",-124.8
2016-03-23 05:50:40,4,"Chm5","Chm6","Chm7",-125.4
2016-03-23 05:52:41,4,"Chm8","Chm8","Chm7",-141.7
2016-03-23 05:54:42,4,"Chm5","Chm6","Chm7",-119.7
2016-03-23 05:56:43,4,"Chm8","ABGD","Chm1",127.9
2016-03-23 05:58:44,4,"Chm8","Chm8","Chm1",-144.8
2016-03-23 06:00:56,4,"Chm6","Chm7","Chm1",-130.8
2016-03-23 06:02:57,4,"Chm8","Chm8","Chm1",-125.4
2016-03-23 06:04:58,4,"Chm6","Chm7","Chm1",-131.2
2016-03-23 06:06:59,4,"Chm8","Chm8","Chm1",-137.6
2016-03-23 06:09:00,4,"Chm6","Chm7","Chm1",-121.1
2016-03-23 06:11:01,4,"Chm8","ABGD","Chm2",217.1
2016-03-23 06:13:02,4,"Chm8","Chm8","Chm2",-143.9
2016-03-23 06:15:13,4,"Chm7","Chm1","Chm2",-114.6
2016-03-23 06:17:14,4,"Chm8","Chm8","Chm2",-142.9
2016-03-23 06:19:15,4,"Chm7","Chm1","Chm2",-108.5
2016-03-23 06:21:16,4,"Chm8","Chm8","Chm2",-136.5
2016-03-23 06:23:17,4,"Chm7","Chm1","Chm2",-108
2016-03-23 06:25:18,4,"Chm8","Chm8","Chm8",-143.1
2016-03-23 06:25:20,4,"Chm8","CAL1","Chm3",36.87
2016-03-23 06:27:21,4,"Chm8","CAL0","Chm3",-210.6
2016-03-23 06:27:24,4,"Chm8","N2ON","Chm3",-209.4
2016-03-23 06:29:25,4,"Chm8","N2OF","Chm3",-215.2
2016-03-23 06:29:28,4,"Chm8","ABGD","Chm3",79.37
2016-03-23 06:31:29,4,"Chm8","Chm8","Chm3",-144.8
2016-03-23 06:33:40,4,"Chm1","Chm2","Chm3",-119.9
2016-03-23 06:35:41,4,"Chm8","Chm8","Chm3",-138
2016-03-23 06:37:42,4,"Chm1","Chm2","Chm3",-120.5
2016-03-23 06:39:43,4,"Chm8","Chm8","Chm3",-140.4
2016-03-23 06:41:45,4,"Chm1","Chm2","Chm3",-122.3
2016-03-23 06:44:08,4,"Chm8","ABGD","Chm4",237.3
2016-03-23 06:46:14,4,"Chm8","Chm8","Chm4",-142.4
2016-03-23 06:48:32,4,"Chm2","Chm3","Chm4",-122
2016-03-23 06:50:51,4,"Chm8","Chm8","Chm4",-109.8
2016-03-23 06:55:34,4,"Chm2","Chm3","Chm4",-121.6
2016-03-23 06:57:54,4,"Chm8","Chm8","Chm4",-141.4
2016-03-23 07:04:51,4,"Chm2","Chm3","Chm4",-116.8
2016-03-23 07:10:04,4,"Chm8","ABGD","Chm5",237.1
2016-03-23 07:15:04,4,"Chm8","Chm8","Chm5",-210.8
2016-03-23 07:17:43,4,"Chm3","Chm4","Chm5",56.21
2016-03-23 07:20:10,4,"Chm8","Chm8","Chm5",-138.4
2016-03-23 07:26:30,4,"Chm3","Chm4","Chm5",-125
2016-03-23 07:31:08,4,"Chm8","Chm8","Chm5",-135.5
2016-03-23 07:33:38,4,"Chm3","Chm4","Chm5",-120.2
2016-03-23 07:36:25,4,"Chm8","CAL1","Chm6",39.77
2016-03-23 07:44:05,4,"Chm8","CAL0","Chm6",-206
2016-03-23 07:45:42,4,"Chm8","ABGD","Chm6",-207.9
2016-03-23 07:50:27,4,"Chm8","Chm8","Chm6",-143.6
2016-03-23 07:56:47,4,"Chm4","Chm5","Chm6",-124.9
